age,income,credit_score,loan_amount,loan_tenure_months,debt_to_income_ratio,num_open_accounts,num_credit_inquiries,months_employed,has_mortgage,default
28,150000.0,660,24225.9,36,0.422,11,10,59,1,0
34,57086.68,776,27764.25,24,0.28,2,8,76,0,0
26,58806.68,694,37398.55,12,0.2241,10,5,58,0,0
55,82491.21,582,22180.61,12,0.3293,11,0,17,0,0
53,20000.0,772,43113.32,24,0.1452,11,2,11,0,0
70,66334.78,542,43077.2,72,0.36,8,7,41,0,0
48,58425.44,671,32612.5,72,0.5923,10,9,47,0,0
29,125871.83,689,22104.23,84,0.0503,2,8,153,0,0
44,96987.72,580,38676.13,36,0.0509,9,6,0,1,0
26,33967.32,706,26824.13,60,0.3486,11,9,3,1,0
54,111420.8,609,37345.08,24,0.1149,4,3,31,0,0
55,52514.4,706,70184.06,12,0.2108,3,3,48,0,0
64,38092.53,503,17123.99,48,0.636,5,0,80,0,0
38,66075.39,677,100000.0,60,0.2236,8,6,38,0,1
37,54101.4,617,34769.15,72,0.4676,1,2,81,1,1
25,129214.96,742,46495.16,12,0.2331,14,3,11,1,0
42,70991.19,646,23117.61,72,0.344,10,1,4,0,0
45,66358.65,750,72065.23,36,0.2979,12,9,19,0,0
58,93931.73,691,33678.81,24,0.4277,13,2,119,1,0
58,103407.81,640,28667.78,12,0.1146,9,9,6,0,0
28,88592.51,713,25711.43,24,0.4094,12,2,106,0,0
35,121750.82,714,30912.16,48,0.0419,9,0,90,1,0
47,81173.26,688,46677.07,24,0.2806,12,10,64,1,0
38,65109.5,467,40283.06,36,0.1724,1,3,3,0,0
23,111255.66,571,35457.29,48,0.7489,13,7,66,0,1
63,57213.89,761,23698.03,12,0.3734,7,1,14,1,0
57,60877.76,550,22890.93,84,0.0962,8,2,37,0,0
47,141603.82,721,27542.22,36,0.3585,5,4,42,0,0
37,134721.11,707,47866.23,72,0.4045,7,8,6,0,0
63,59629.88,592,54033.31,60,0.2219,8,0,342,0,0
23,47725.65,490,58584.56,72,0.4489,6,6,72,0,0
43,124440.97,604,36283.55,36,0.1772,15,8,9,0,0
61,89340.41,816,45712.96,24,0.3943,8,1,15,0,0
68,70107.89,581,32824.47,24,0.2458,12,4,102,1,0
34,50973.63,586,12767.03,24,0.745,15,10,222,1,0
53,70675.08,570,31902.64,48,0.2453,10,5,63,1,0
31,59227.77,747,28992.84,60,0.6337,6,8,47,0,0
27,42951.67,631,19468.89,72,0.0943,11,8,6,1,0
39,63864.64,600,25837.02,84,0.276,1,4,30,1,0
65,68371.55,763,39381.63,72,0.0556,11,7,47,0,0
55,49627.6,696,18399.01,36,0.4562,1,10,35,1,0
45,94081.14,576,23707.07,48,0.4582,7,3,100,0,0
35,114052.73,552,91926.19,84,0.3727,5,0,33,0,0
28,97241.11,743,13882.39,60,0.2005,13,8,188,0,0
35,52149.81,651,32535.62,36,0.0668,10,3,53,0,0
29,87370.31,526,18037.61,72,0.6285,10,7,41,1,1
31,62254.16,507,23133.06,12,0.085,10,1,2,0,0
55,32277.54,561,32252.72,60,0.2415,12,2,70,1,0
28,83814.78,551,20079.49,84,0.5099,3,8,47,1,1
24,64412.68,486,51244.23,48,0.2247,1,0,73,0,0
48,150000.0,562,81690.29,60,0.124,14,5,44,1,0
36,124074.25,576,60174.68,12,0.315,9,8,114,0,0
44,85440.46,613,67155.62,60,0.2824,11,5,3,0,0
28,67818.16,785,15869.57,36,0.1383,6,1,61,0,0
32,64981.71,629,31387.26,84,0.5677,13,6,85,1,0
43,36248.57,637,48071.88,36,0.2716,1,1,21,1,0
55,25097.07,691,61249.72,36,0.3311,7,6,5,0,0
42,38704.86,631,100000.0,36,0.17,10,4,141,0,0
48,58462.54,682,68969.78,60,0.2872,7,5,34,1,0
47,20894.27,672,62186.5,84,0.2119,14,10,126,1,0
35,45608.03,660,100000.0,36,0.2225,1,9,33,1,1
35,52901.84,850,38475.83,24,0.4294,11,7,33,1,0
42,53760.09,723,30533.05,72,0.5962,14,5,86,0,0
23,43007.86,563,40393.12,48,0.1462,2,8,28,1,1
55,50475.49,680,20972.52,48,0.3437,10,1,24,1,0
52,141767.96,587,37819.51,84,0.3674,1,2,237,0,0
37,83372.4,686,12885.9,48,0.3527,10,5,0,1,0
40,45245.1,540,26430.89,60,0.1182,6,9,18,0,1
38,57862.58,561,33887.44,84,0.0583,13,4,58,0,0
53,59032.49,678,64201.46,24,0.1862,4,4,77,0,0
59,40783.07,730,70732.07,84,0.4006,6,10,88,1,0
27,40759.12,690,20370.23,84,0.5631,1,10,40,0,1
42,99236.58,718,100000.0,48,0.0628,12,0,34,1,0
22,48538.27,680,39696.73,36,0.4131,1,6,4,0,0
44,34636.1,664,41941.33,24,0.1105,11,7,7,0,0
34,58596.48,610,13758.11,12,0.6663,6,6,147,0,0
38,63513.32,715,25033.38,84,0.2127,15,10,44,0,0
44,22329.14,732,68179.16,48,0.4589,3,10,8,1,1
37,58666.66,645,40209.84,60,0.2063,10,2,161,0,0
41,92409.95,641,38742.36,24,0.6047,3,10,16,0,1
59,75027.85,777,41618.63,36,0.3072,1,4,60,1,0
61,150000.0,648,15276.6,72,0.2077,14,0,71,0,0
22,111921.69,656,34270.32,60,0.0186,14,3,264,0,0
40,123558.13,689,84541.53,24,0.2678,15,2,14,0,0
63,150000.0,642,69704.81,12,0.557,3,10,25,1,0
47,87472.36,584,33687.44,72,0.1584,13,6,34,0,1
32,64960.53,680,92799.93,12,0.4004,8,3,62,0,0
51,97428.12,647,17060.84,12,0.19,4,0,44,0,0
29,45269.18,797,20271.71,36,0.1436,6,4,25,1,0
23,63186.32,713,100000.0,84,0.078,3,3,73,0,0
52,43309.88,602,51368.68,60,0.2524,10,4,63,1,0
47,73056.78,708,30536.18,12,0.2795,9,2,43,0,0
59,43219.43,675,35129.93,84,0.5168,3,5,28,0,0
38,42469.26,755,22382.2,84,0.1446,12,5,9,0,0
63,73624.76,608,42871.2,60,0.5267,9,7,19,1,1
42,55890.2,665,40881.51,12,0.037,10,6,28,0,0
58,22839.33,642,36751.37,12,0.0696,3,7,18,0,0
26,28918.06,655,18108.67,84,0.2267,13,2,120,0,0
26,33737.55,579,42567.81,72,0.0346,6,1,25,0,0
60,38503.87,696,26431.01,72,0.1398,8,5,125,0,0
62,73659.74,683,20098.76,48,0.3777,3,10,48,0,0
68,66800.74,753,77656.11,60,0.1459,15,4,20,0,0
37,101990.98,649,100000.0,24,0.4461,8,8,4,0,0
23,87238.49,617,100000.0,12,0.2585,12,10,2,0,1
70,102329.32,713,53641.25,24,0.2702,10,1,7,0,0
51,81161.65,586,30966.12,60,0.0512,1,0,94,0,0
34,66492.18,737,34814.41,36,0.2044,11,7,13,1,0
59,103743.41,737,46321.49,60,0.2059,6,9,121,0,0
66,94817.23,751,28221.84,48,0.2934,9,7,102,1,0
35,72261.57,680,80120.42,48,0.7137,9,10,24,0,1
59,113044.4,611,10706.04,84,0.4048,12,0,1,0,0
60,20000.0,659,30411.15,60,0.1673,4,5,4,1,0
46,51780.47,680,58726.3,84,0.3856,15,7,69,0,0
52,51385.16,605,21870.72,84,0.2183,7,7,92,1,0
35,106547.0,757,31442.34,60,0.3567,11,0,62,0,0
67,131360.08,696,51853.93,84,0.1723,10,1,19,1,0
70,28995.92,579,90306.21,24,0.2411,9,10,256,1,0
70,121246.82,801,16707.9,48,0.4177,9,3,35,0,0
58,33332.14,658,15980.99,12,0.1179,10,2,16,0,0
24,33839.78,562,20586.32,12,0.0185,13,1,21,1,0
39,53255.54,584,14435.97,12,0.2356,5,1,2,0,0
43,51067.15,769,15065.65,12,0.3727,4,6,135,0,0
69,27468.4,796,20259.99,36,0.2608,15,5,53,0,0
48,82862.59,731,76122.27,72,0.2142,14,10,8,0,0
48,84094.9,756,30114.25,84,0.5872,6,5,10,0,0
29,101419.51,747,37005.62,84,0.2829,5,0,29,0,0
60,48207.62,695,20470.12,24,0.0365,12,5,117,0,0
38,58700.8,676,53110.09,48,0.3058,14,5,179,0,0
26,58970.14,693,100000.0,48,0.3447,15,3,8,0,1
70,139246.04,709,21320.45,12,0.434,4,7,63,1,0
31,20000.0,591,100000.0,12,0.1979,4,10,31,1,1
22,37105.77,709,45191.06,36,0.2759,8,4,82,0,0
25,60040.25,767,36684.81,72,0.1277,3,7,8,0,0
44,34794.51,633,46169.48,36,0.5487,14,5,106,1,0
27,52619.38,625,45904.38,36,0.1588,6,7,5,0,0
63,56216.31,688,100000.0,84,0.3125,5,4,225,1,0
47,43094.77,598,49619.17,36,0.3183,15,2,102,1,0
37,61835.6,545,50244.9,60,0.0357,13,6,26,0,1
22,81967.22,742,28200.64,84,0.252,15,4,102,0,0
45,53202.83,614,60080.84,12,0.3703,8,0,72,0,0
29,47734.16,651,20453.14,48,0.3194,12,8,75,0,1
69,55111.71,601,38770.01,36,0.441,7,6,69,1,0
36,59651.93,752,100000.0,12,0.233,2,6,83,0,0
45,25080.36,718,8082.74,12,0.536,10,5,20,1,0
22,75416.17,631,41768.1,60,0.3613,2,9,27,1,0
28,47786.54,556,42743.56,60,0.3959,3,2,147,1,0
32,112506.64,622,31670.68,48,0.265,5,0,68,0,0
24,80460.91,696,32121.74,60,0.4343,10,5,78,0,1
57,107477.11,665,38362.89,72,0.0492,12,9,82,0,0
68,36116.25,659,31219.5,12,0.3791,3,5,11,1,0
70,49727.17,667,41489.18,12,0.362,12,4,11,0,0
35,32169.39,711,27103.92,36,0.0243,11,6,123,1,0
60,42083.22,647,100000.0,48,0.36,9,3,187,0,0
46,111977.44,686,31219.3,84,0.2975,10,6,41,0,0
24,125963.23,571,51111.6,84,0.2107,7,10,45,0,0
26,33722.93,850,24308.43,72,0.2168,3,4,11,0,0
48,47613.0,627,63569.29,36,0.0599,3,5,115,1,0
42,57635.97,666,56391.89,60,0.1364,2,8,18,0,1
22,80242.04,695,46702.65,12,0.1742,8,7,43,1,0
67,24837.13,617,19606.15,48,0.277,10,3,94,0,0
57,26862.86,651,23122.42,12,0.1789,3,5,6,0,0
46,76482.18,650,99877.91,84,0.3262,2,5,134,1,0
70,22594.93,577,22969.34,48,0.462,11,4,30,1,0
69,47887.09,685,53345.31,72,0.3096,10,4,40,0,0
69,64928.76,518,20603.11,12,0.1306,14,0,40,0,0
34,73705.52,790,66504.84,84,0.2065,15,5,50,1,0
65,55778.34,713,24056.53,48,0.1886,15,3,118,0,0
46,49867.34,701,20375.48,12,0.4474,2,8,16,0,0
57,91334.64,511,23684.94,36,0.374,6,6,16,0,1
64,69051.16,587,26048.58,24,0.7046,8,7,127,0,0
30,43325.28,761,46295.68,12,0.6476,12,2,76,0,0
43,61014.17,850,37859.24,12,0.204,14,0,26,0,0
28,72517.6,746,18824.35,60,0.1728,13,4,35,0,0
35,141367.56,733,35711.63,84,0.4119,15,5,141,0,0
42,88713.01,692,18286.15,60,0.1091,1,4,34,0,0
63,109894.76,582,53430.36,60,0.3954,1,1,76,0,1
64,44121.23,730,59643.58,12,0.2419,7,2,111,1,0
41,46069.6,562,35797.44,24,0.2068,13,8,34,0,0
38,53226.41,553,42744.34,12,0.0447,5,9,175,0,0
48,55726.64,548,100000.0,84,0.4656,4,10,33,1,1
66,36170.08,728,33038.81,72,0.0555,4,5,159,0,0
69,112754.35,645,20608.22,84,0.2765,12,6,16,0,1
33,93122.94,658,51406.36,84,0.2202,12,6,20,1,0
31,51388.06,649,18405.55,24,0.1429,6,4,60,0,0
56,82524.9,560,32005.36,48,0.2148,1,3,260,0,0
36,66933.15,596,25351.82,60,0.2518,4,0,3,1,0
31,85811.99,600,23834.95,72,0.3891,5,0,36,0,0
23,30572.2,538,31255.4,60,0.278,8,3,9,0,0
41,55668.48,610,62313.59,48,0.5501,6,4,64,1,0
41,58161.61,563,70502.35,12,0.3976,3,5,135,0,0
49,81782.7,696,63305.25,84,0.1626,15,10,106,0,0
31,43729.63,703,44436.32,60,0.3042,7,9,63,0,0
57,20000.0,547,31112.66,72,0.0932,4,2,84,1,0
55,34861.91,626,8824.66,24,0.2132,6,5,18,0,0
44,58074.15,798,45278.91,12,0.2545,12,6,185,1,0
30,61817.52,572,9250.2,84,0.0682,15,10,8,0,0
46,138950.64,684,11452.69,72,0.166,7,4,62,1,0
55,80127.41,658,32958.33,72,0.455,9,4,30,1,0
40,62365.35,737,42563.24,48,0.424,5,8,132,0,0
34,58912.25,674,27704.47,84,0.1946,11,0,240,0,0
46,103994.33,615,91246.39,24,0.6522,11,1,8,0,0
39,44575.73,655,47918.69,72,0.4443,3,6,36,0,0
41,55818.36,657,31268.15,48,0.3884,9,3,3,0,0
39,34730.41,643,83431.9,24,0.1025,15,2,7,1,0
36,121716.89,544,92880.41,72,0.1534,4,9,4,0,1
57,72856.68,749,49391.58,36,0.1613,8,2,142,0,0
44,42034.18,735,22807.52,24,0.0488,11,0,13,1,0
44,56543.89,566,26103.84,60,0.3055,2,0,70,0,0
54,77251.79,626,15244.24,72,0.1202,8,9,75,0,0
39,52819.75,632,35402.93,36,0.451,10,5,39,0,0
26,45833.23,557,19340.86,84,0.3443,9,0,153,0,0
63,43168.36,501,29808.69,60,0.4374,5,2,4,0,1
24,70932.28,596,42461.8,12,0.1641,13,3,109,0,0
50,50059.76,621,11045.46,36,0.3726,5,10,36,0,0
35,47720.73,535,17013.38,84,0.5324,8,5,99,1,1
32,30698.5,664,26792.87,24,0.252,5,9,103,0,0
24,62244.18,743,35188.82,84,0.3298,13,4,2,1,0
66,54687.38,717,27001.98,48,0.3281,7,7,61,1,0
43,50979.34,640,30874.6,60,0.4399,6,0,9,1,0
38,66130.5,503,23772.57,60,0.2573,5,3,14,1,0
58,87029.39,707,15219.92,48,0.2007,9,5,45,0,0
23,85031.98,662,26348.05,48,0.0807,12,0,19,0,0
49,78933.76,684,31955.48,48,0.1661,10,2,16,0,0
46,53085.81,805,30144.75,60,0.033,3,7,15,1,0
49,45093.84,584,38835.01,72,0.4481,1,7,12,0,0
28,35526.78,420,46692.4,48,0.0471,3,0,117,0,0
68,44507.89,566,54668.11,48,0.3826,14,2,49,1,0
33,60465.31,689,24831.53,72,0.5685,2,4,164,0,0
55,40410.99,652,14108.35,72,0.5388,3,2,16,1,0
58,62819.99,553,77882.6,60,0.2014,7,0,33,0,0
38,36948.18,536,45764.66,48,0.1028,3,0,43,0,0
28,26095.13,622,20479.97,60,0.4069,2,6,50,0,1
36,90192.64,550,42899.83,48,0.1093,3,4,1,1,0
61,47230.38,692,68926.56,48,0.1217,1,6,84,0,0
66,39398.51,617,100000.0,24,0.3907,8,7,13,0,1
67,34650.81,600,42208.05,48,0.3774,5,5,14,0,1
33,73977.63,589,68583.17,48,0.6297,5,6,60,0,1
51,119068.45,671,17575.11,12,0.1766,15,7,77,0,0
29,48945.52,653,35541.57,84,0.2357,14,2,123,1,0
56,53756.42,666,29702.68,60,0.1992,1,2,14,0,1
42,102315.45,664,44602.35,12,0.1008,14,7,78,0,0
56,24216.2,644,95484.23,24,0.223,1,2,15,0,0
55,150000.0,567,42189.79,48,0.2019,9,9,38,1,0
70,150000.0,592,20689.58,84,0.1354,9,4,36,0,0
45,20000.0,618,17016.47,48,0.3366,10,0,25,0,0
38,57025.19,815,97486.39,72,0.0859,8,7,14,0,0
47,41794.77,542,49428.18,12,0.179,11,4,110,1,0
29,52449.92,616,47517.28,48,0.3175,2,1,107,1,0
27,48572.24,658,29547.7,72,0.7292,7,2,95,0,0
47,89848.44,626,42647.21,72,0.1976,14,9,31,0,0
62,56597.21,736,20086.92,24,0.0557,9,5,41,0,0
48,37969.8,625,45812.81,60,0.4164,11,2,201,0,0
60,54935.08,631,17945.2,12,0.1801,1,5,23,0,0
30,77450.33,715,29273.18,12,0.4195,8,1,101,0,0
44,33128.17,795,24692.73,84,0.5527,2,4,45,0,0
52,26288.4,763,5143.96,72,0.0961,9,6,8,0,0
39,150000.0,639,29493.9,24,0.2154,6,10,27,0,0
22,43424.83,646,21177.19,84,0.5505,12,3,45,0,0
25,55900.22,654,32008.8,84,0.1894,12,9,7,0,1
67,49074.87,662,36353.06,12,0.3149,2,4,17,0,0
51,78750.81,582,100000.0,12,0.3079,6,9,4,1,1
34,145276.62,725,43600.57,24,0.0007,14,0,140,0,0
34,80014.8,667,44376.6,72,0.3569,1,1,103,1,0
23,28024.02,646,48891.96,60,0.3013,2,5,23,1,0
68,29969.58,548,61272.42,48,0.3784,15,8,85,0,1
27,49046.18,655,47694.32,36,0.2102,7,3,27,1,0
59,52359.22,499,43003.11,48,0.2764,10,1,68,0,0
33,25311.76,603,55645.04,60,0.6263,4,1,103,0,1
38,90189.7,605,8467.74,12,0.0275,7,3,22,1,0
35,34781.46,673,100000.0,60,0.5063,10,4,29,0,0
62,126329.74,800,94262.42,24,0.1613,5,6,138,0,0
23,148793.74,696,41368.77,72,0.177,13,8,28,1,0
39,52884.91,766,15555.91,24,0.2508,14,1,53,1,0
35,74569.46,702,75072.55,12,0.4763,10,8,2,0,1
35,32338.91,740,23948.81,48,0.2173,4,10,78,1,0
31,81784.1,799,50026.32,48,0.0653,4,3,60,0,0
66,46672.19,591,16818.87,48,0.5567,1,2,13,0,0
40,34765.55,586,100000.0,84,0.3911,12,10,92,0,1
42,51809.69,704,15285.65,60,0.3357,14,10,82,0,0
40,47435.49,650,37850.2,36,0.152,15,1,57,0,0
70,50889.93,668,10164.82,72,0.0726,15,9,91,1,0
38,96263.06,630,35428.31,48,0.453,3,9,22,0,0
38,40430.76,602,28136.67,24,0.0859,11,3,6,1,0
38,142559.04,780,71848.14,12,0.3496,4,10,139,0,0
38,30867.84,562,28135.08,12,0.2769,3,2,195,0,0
26,134284.39,705,71910.25,24,0.2702,8,6,29,1,0
51,36016.94,692,19644.01,72,0.1736,11,7,63,0,0
23,59843.82,524,30663.34,48,0.3474,12,0,29,1,0
33,46859.17,584,31034.44,48,0.1965,8,10,34,0,0
31,50419.62,597,48891.21,36,0.2405,2,10,22,0,0
36,89382.36,695,45298.29,24,0.2707,2,4,62,1,0
59,126742.58,621,56012.78,72,0.462,1,4,48,0,0
51,108582.15,643,42620.83,12,0.3864,12,4,5,0,0
70,48901.91,533,54002.68,60,0.0488,9,1,111,0,0
39,65652.28,836,21189.94,84,0.5279,6,9,1,0,0
67,40496.1,656,45856.82,84,0.3817,12,9,49,1,0
24,36469.25,690,95313.2,36,0.6479,6,6,2,0,1
46,33753.84,607,13253.33,72,0.1335,5,4,86,0,0
61,48108.46,598,48698.56,24,0.0703,13,7,63,0,0
48,67832.91,803,54506.1,24,0.1801,9,5,193,0,0
67,23019.4,497,87265.62,36,0.3302,11,8,31,1,0
37,58502.41,672,56141.36,12,0.0678,13,6,107,0,0
23,127773.26,553,38568.44,24,0.1433,5,1,63,0,0
59,104920.22,618,47006.63,72,0.3411,1,9,89,0,1
25,44685.66,599,23364.6,72,0.0145,10,4,92,0,0
59,29779.14,571,28773.76,36,0.2097,6,5,107,1,0
57,75351.2,653,16294.42,36,0.3414,15,7,162,1,0
63,20000.0,445,88629.29,36,0.2523,5,9,7,0,0
45,104305.26,625,47576.51,12,0.1528,12,4,76,0,0
65,53809.55,643,20959.19,24,0.3598,11,1,5,0,0
30,149589.5,541,42736.74,84,0.0325,11,1,4,0,0
43,25248.38,771,72810.0,60,0.6355,10,6,198,0,0
27,94757.2,602,65885.61,60,0.1477,2,4,62,1,0
59,56939.56,631,20814.74,24,0.0506,13,5,1,1,0
56,50740.25,603,5539.71,72,0.3584,5,9,18,0,1
61,30184.33,643,46038.42,24,0.5492,9,3,50,0,0
59,80649.99,755,21330.18,84,0.4351,4,7,26,1,0
37,83957.73,848,52754.09,48,0.1829,4,2,65,0,0
25,146175.6,710,64225.93,36,0.6015,6,7,11,0,0
67,99113.92,737,70840.05,72,0.229,7,0,19,0,0
46,44491.45,787,100000.0,36,0.5939,14,2,18,1,0
26,36245.43,670,76253.16,24,0.1741,6,2,180,0,0
67,30204.74,776,100000.0,60,0.6615,15,2,4,1,1
70,125067.91,713,83069.78,72,0.368,11,7,15,1,0
43,40575.22,662,87529.45,60,0.7382,10,4,65,0,0
59,125506.76,678,35435.84,48,0.2541,15,3,69,1,0
23,77849.75,504,16754.2,36,0.2894,15,2,1,0,0
26,70611.72,673,100000.0,36,0.1912,7,8,65,1,0
35,51357.48,527,37713.44,84,0.2134,6,6,76,0,0
54,83311.05,520,75904.01,36,0.0256,10,9,46,0,0
28,59412.78,665,26103.77,84,0.0876,4,5,7,0,0
23,49781.23,561,64754.18,24,0.1596,3,7,55,0,0
54,84795.89,649,8375.13,24,0.1893,5,10,5,0,0
59,55715.52,661,28388.35,36,0.3265,9,8,29,0,0
58,40168.27,665,34233.27,12,0.2418,15,8,43,0,0
61,80814.64,578,47933.28,84,0.0387,11,6,69,1,0
61,57988.92,722,69093.42,36,0.1419,5,9,27,1,0
51,76454.8,643,18835.79,12,0.0744,12,10,40,0,0
47,47718.29,685,53959.06,60,0.2402,8,1,99,0,0
63,32710.11,554,75811.11,84,0.0804,15,8,8,1,0
39,142562.67,636,100000.0,84,0.0573,10,0,187,1,0
26,129742.33,738,55491.04,12,0.1048,15,3,133,1,0
58,93143.12,728,27564.84,72,0.3932,12,8,177,1,0
35,49320.48,586,16931.67,36,0.4795,8,7,33,0,1
69,51525.96,606,100000.0,72,0.2732,12,6,14,0,0
42,119511.0,571,56523.13,60,0.5884,13,7,87,0,1
63,50165.61,597,35839.81,72,0.0999,4,1,47,0,0
24,43639.67,538,13740.58,72,0.6067,12,8,72,1,1
54,150000.0,639,20770.51,84,0.1202,15,1,123,1,0
43,58463.69,701,53039.5,24,0.1371,8,3,31,1,0
44,144959.93,587,44904.79,72,0.2588,7,0,58,0,0
34,29756.53,643,11295.97,12,0.2593,1,5,26,1,0
69,77582.13,632,53080.64,84,0.0869,12,9,43,1,0
41,150000.0,734,14170.79,60,0.178,15,9,159,0,0
63,60771.45,601,81830.51,24,0.3332,10,0,2,0,0
42,52470.05,604,41156.35,36,0.6112,15,10,3,1,0
24,33393.75,582,27500.16,84,0.4431,3,2,103,0,0
65,102864.88,559,65781.41,60,0.1991,8,3,86,1,0
31,40738.79,692,44895.8,24,0.2629,12,3,57,0,0
35,57102.07,639,80415.05,72,0.4831,6,5,15,0,1
64,32297.62,654,38112.03,72,0.3364,13,0,9,1,0
65,130411.13,752,39469.82,12,0.1749,2,3,18,0,0
66,106664.39,757,30602.89,24,0.2491,13,3,74,0,0
42,58936.01,518,42522.15,72,0.5744,1,7,28,0,1
59,33621.65,702,100000.0,36,0.1338,2,9,26,0,0
38,129049.78,668,26858.6,12,0.5334,13,0,47,0,1
58,49862.98,613,53571.53,60,0.37,15,4,47,1,0
46,34454.59,676,21412.58,84,0.1046,7,10,63,0,0
24,24808.48,512,10508.72,48,0.2021,4,10,78,0,1
42,43348.07,767,41129.27,84,0.4496,9,6,176,0,1
44,28931.35,691,45353.53,12,0.4159,5,8,12,1,1
34,43852.61,581,33995.02,60,0.3076,5,2,34,0,0
40,86873.16,603,14800.39,60,0.2197,1,8,17,1,0
46,49627.48,514,43589.9,84,0.3629,10,0,66,1,0
24,71528.17,625,42607.61,48,0.0434,3,5,25,0,0
29,41703.18,611,21305.74,72,0.5127,12,6,80,0,0
59,61857.25,544,16121.44,24,0.5471,4,1,95,1,0
39,150000.0,712,31212.29,12,0.2297,14,6,6,0,0
51,50299.83,752,53731.65,72,0.3491,11,10,99,1,0
49,72563.31,648,46629.69,12,0.1123,8,7,20,1,0
49,27370.92,626,21407.53,84,0.4312,7,1,17,0,0
42,128034.25,685,39424.99,12,0.1206,5,5,29,0,0
45,47164.5,648,61838.15,60,0.3236,2,7,33,0,1
62,101241.78,563,17968.95,48,0.1394,2,5,17,0,0
69,56297.75,598,37718.02,60,0.4307,9,1,0,0,0
34,81290.93,626,81128.09,60,0.4898,13,3,23,1,0
54,83742.86,670,16899.52,48,0.1807,11,5,118,0,0
69,47752.17,651,72643.25,48,0.3983,13,2,3,0,0
22,103357.92,667,95943.28,48,0.1716,12,4,18,0,0
60,40966.4,528,31782.68,60,0.1177,6,2,63,0,0
46,88341.66,703,29560.52,60,0.415,15,1,13,1,0
69,49261.46,650,67498.23,48,0.3379,4,4,11,1,0
50,71309.08,850,32478.12,36,0.1938,5,0,16,0,0
63,47524.64,619,8849.57,12,0.1856,11,8,48,0,0
30,61389.13,676,34225.4,72,0.124,1,0,63,0,0
28,34984.25,850,48157.99,24,0.413,12,1,114,1,0
67,67763.47,666,56616.19,48,0.4262,5,3,40,1,0
47,61211.72,645,21410.2,84,0.2928,11,7,76,1,0
49,45703.18,571,30887.89,72,0.1843,12,4,96,0,0
30,58249.22,772,65260.64,36,0.1796,2,0,2,0,0
33,64023.29,557,35031.43,48,0.1781,5,3,15,1,0
62,43994.57,684,14512.38,36,0.2316,15,0,13,1,0
36,56140.95,612,76311.8,60,0.3662,14,4,47,0,0
50,36214.83,635,31937.41,24,0.2046,9,3,33,0,0
37,150000.0,536,69893.73,84,0.243,7,9,35,0,1
34,101677.3,757,15720.58,84,0.156,10,3,13,1,0
30,68634.26,628,33772.7,36,0.0359,11,6,51,0,0
67,107587.15,553,49308.0,24,0.1799,1,2,165,0,0
68,22256.15,750,34465.46,48,0.5507,5,5,70,0,0
27,20000.0,610,17857.81,60,0.1048,1,9,54,0,0
39,49038.18,677,8672.55,60,0.297,8,0,30,0,0
49,30053.0,717,90577.32,12,0.1399,2,3,102,1,0
40,53193.81,688,42142.96,60,0.2728,14,3,34,1,0
57,66358.58,474,73136.34,12,0.0732,6,5,83,0,0
34,94864.73,706,63398.88,36,0.2719,14,4,169,1,1
24,33889.75,642,51953.69,72,0.5137,15,10,26,1,0
38,73116.94,624,29947.39,84,0.1373,5,1,21,0,0
51,60306.48,641,48720.74,60,0.253,11,2,123,0,0
30,71236.08,521,85778.37,24,0.2989,1,5,239,0,1
61,46171.32,665,38170.05,60,0.1269,15,6,3,1,0
22,119559.28,541,100000.0,12,0.1078,12,0,95,0,0
25,56854.22,627,14769.9,24,0.1183,11,8,58,1,0
46,145377.79,663,13847.43,12,0.2554,9,5,43,0,0
47,40328.18,736,65699.4,84,0.0681,2,2,25,0,0
36,86804.49,584,22220.14,36,0.594,4,4,75,0,0
34,58114.23,766,100000.0,48,0.3709,11,0,66,1,0
25,50824.25,726,81016.23,72,0.519,4,7,8,0,0
54,82138.13,616,94140.43,84,0.422,10,8,85,0,0
40,51555.45,561,61738.42,84,0.1293,13,10,98,1,1
27,20000.0,534,20890.5,24,0.3474,14,3,78,0,0
41,20000.0,672,13418.57,36,0.2689,1,2,43,1,0
67,113120.75,591,89069.91,36,0.3294,9,3,161,1,0
34,110760.91,746,14768.61,72,0.2986,2,1,26,1,0
65,150000.0,596,93988.85,36,0.395,4,4,107,0,0
34,59351.69,578,54272.28,24,0.6151,14,1,178,1,0
31,31372.36,669,34691.45,72,0.5337,11,0,44,0,0
34,48543.14,595,47345.57,48,0.0829,11,3,25,0,0
37,60217.14,651,48010.48,72,0.2372,12,9,50,1,0
27,36187.93,729,32162.41,36,0.4155,2,10,10,0,1
50,136528.32,659,85426.56,48,0.244,8,9,71,0,0
38,150000.0,660,83687.13,12,0.1465,4,10,49,1,0
57,76049.55,666,39870.64,12,0.4259,2,9,18,0,1
46,59549.79,515,25336.55,12,0.4557,14,7,59,0,0
43,31335.8,681,79504.78,24,0.5055,7,2,8,1,0
45,129730.82,663,10790.96,36,0.2268,4,8,2,1,0
29,62202.68,721,47398.01,12,0.4709,13,10,122,0,0
56,51814.11,698,56598.91,24,0.2374,11,5,2,0,1
27,76159.65,634,22092.4,72,0.1706,5,7,18,0,0
57,44673.88,733,65138.52,72,0.7475,13,4,115,1,0
70,64436.63,627,35745.1,36,0.3078,11,6,162,0,0
59,29107.95,670,26175.52,84,0.0281,5,0,10,0,0
